tweet_id,fecha_reply,reply_id,texto,likes,retweets,replies,gender,usuario,;;
"1912326836895260924,16/04/2025 8:30:00,158,""A nosotros nos tocó aceptar que """"Usted ganó"""" porque lo dijo la registraduría. Igual, igual.";;
",178,57,3,male,@EdoCote,
1912326836895260924,16/04/2025 16:59:00,159,Gracias pero mejor no hacer comentarios después de unos vasitos… mire lo que le paso con ";;
@realDonaldTrump;;
" por andar escribiendo disparates"",61,4,1,male,""@LuchoNoboaYcaza";;
",
1912326836895260924,16/04/2025 11:28:00,160,Había demorado nuestro “faro moral” en la oscuridad de las democracias latinoamericanas. Nada como ver al “presidente”🙄 de Colombia dándole clases de democracia a Ecuador, un país que celebró elecciones limpias, con resultados claros y sin sospechas de fraude. ¿El crimen de los ecuatorianos ? Elegir a alguien que no es del gusto ideológico de Petro. Imperdonable.";;
Pero cuando se trata de Venezuela, ahí sí se le llenan los ojos de ternura. Elecciones sin garantías, oposición inhabilitada, medios censurados, presos políticos.;;
Petro no quiere elecciones libres, quiere elecciones útiles. Si gana la izquierda radical, es una fiesta de la democracia. Si gana alguien más, es un golpe blando, un plan del imperialismo, o una conspiración cósmica de la derecha. Qué conveniente.;;
"M4lp4rda 🪫 de 💩"",138,43,6,male,@elcuchoantic,";;
"1916586619022246259,27/04/2025 17:29:00,161,""No aclare que oscurece Presidente. Toda esta carreta la puede resumir en dos palabras: “Soy Drogadicto”. Busque rehabilitación, retírese y realice un tratamiento. El país no tiene porque pagar el alto costo que generan sus vicios."",1400,306,17,female,@linamariagarri1,";;
"1916586619022246259,27/04/2025 15:19:00,162,""¿Calumnia?";;
;;
Presidente ;;
@petrogustavo;;
 es la misma gente cerca a usted, la misma que hizo parte de su gobierno, que afirma que usted tiene un problema con las drogas. ;;
;;
"Atienda su salud mental. A Colombia no la puede dirigir un mandatario con señalamientos tan GRAVES."",1100,241,33,male,@papoaminCD,";;
"1916586619022246259,27/04/2025 15:18:00,163,""Acabaron de asesinar 9 soldados, señor."",864,88,9,male,@JoseCuelloB,";;
"1916586619022246259,27/04/2025 17:29:00,164,""Jajajajaja no venga a tratar de que normalicemos el tema de la adicciones y generar empatía.  ";;
Hay ciertas personas que tienen los dos problemas, adictos y criminales. ;;
"También hay  enfermos que no merecen respeto,  por ejemplo usted, infeliz deschavetado."",581,117,5,female,@LilianaCastanoG,";;
1916586619022246259,27/04/2025 16:28:00,165,Con razón usted es drogadicto porque nadie lo quiere!! Ni sus hijos !! 😂😂😂 Jajajajaaja le hablan por interés ! Para que les de plata !! Jajajaja la triste realidad!!,466,106,5,female,@danyhurtado99,;;
"1916586619022246259,27/04/2025 15:21:00,166,""Normalizar el consumo de sustancias no hace a nadie libre, solo los hacen muertos en pausa.";;
;;
"¡Su exceso de negación y los estragos en su cabeza ya se están notando!"",338,53,7,female,@karencortesmd,";;
"1916586619022246259,27/04/2025 15:20:00,167,""“Deja de hacerte la víctima, Gustavo. La adicción es real, pero mezclarla con tu discurso de capitalismo y amor suena a excusa barata. Si fueras tan libre como dices, no necesitarías justificarte tanto.”"",335,54,12,female,@PilarEscobarBX,";;
"1916586619022246259,27/04/2025 18:03:00,168,""A ver mitómano psiquiátrico. ";;
Primero que todo se escribe “PSICOLÓGICA” 🥴  ;;
Si no distingue entre un problema ;;
"médico y un problema de conducta, difícilmente podrá resolver alguno. Gobernar exige claridad, no confusión y menos ADICCIÓN, como la suya  🤡"",203,85,4,male,@elcuchoantic,";;
"1916586619022246259,27/04/2025 16:39:00,169,""Claro que la drogadicción es una enfermedad y no debe criminalizarse.";;
Pero Petro no está siendo acusado de ser enfermo, sino de tener problemas de adicción mientras ejerce el cargo más alto del Estado, lo cual afecta su capacidad de gobernar y de tomar decisiones responsables.;;
"Eso no es un problema privado, es un problema de seguridad nacional."",159,42,7,male,""@boteroitaly";;
",
1916586619022246259,27/04/2025 19:13:00,170,Acaso usted pretende con su verborrea que lo tratemos con amor?? Le recuerdo, van 18 uniformados asesinados vilmente, masacres y desplazados por doquier. Y mientras tanto, usted defendiendo a los criminales. Definitivamente Colombia no merece un adicto a las drogas en el poder."",36,17,0,female,@consuguarni,";;
"1916965847735701570,28/04/2025 16:34:00,171,""Matemática sencilla Presidente ";;
@petrogustavo;;
. ;;
;;
El que diga ;;
@AlvaroUribeVel;;
 sumado con ;;
@IvanDuque;;
 pondrán el próximo presidente de este país. ;;
;;
"Y en buena hora, porque lo que ha significado usted para el país es una completa desgracia."",1300,214,62,male,@papoaminCD,";;
"1916965847735701570,28/04/2025 16:22:00,172,""Es tan bruto que ni se da cuenta de que, con los votos de Uribe y Duque, pierde. Lo que es ser un asno numérico.";;
",1200,236,19,male,@millanrussy,
1916965847735701570,28/04/2025 16:22:00,173,Ponga la foto de la aceptación de su gobierno ";;
;;
Ridículo narcisista ;;
;;
"Más de medio país estamos en contra de su gestión"",883,120,20,male,@Rincon001A,";;
"1916965847735701570,28/04/2025 16:37:00,174,""";;
Este drogadicto creé el pueblo son los sindicatos, Fecode, los funcionarios públicos obligados los influencer pagados y los malditos indios a los que les paga para que vengan a Bogota a marchar.;;
"El pueblo somos más."",452,86,4,male,""@maltratador2025";;
",
1916965847735701570,28/04/2025 16:34:00,175,Petro en serio cree que sacó 11 millones de votos porque la gente lo ama, se va a pegar una estrellada cuando sepa que millones votamos en segunda por qué """"ERA EL MENOS PEOR"""", eso sí,  quedamos como unos tontos, pero JAMÁS volveré a votar por el petrismo."",577,15,66,male,@mauroaboga1,";;
1916965847735701570,28/04/2025 16:33:00,176,O sea que la izquierda solo representa el 25% hoy por hoy. Su resultado es nefasto.,243,10,3,male,@german_ricaurte,;;
"1916965847735701570,28/04/2025 20:29:00,177,""¿""""Le podemos ganar""""?";;
;;
Jajajaja me orine jajajaja CACAS sigues siendo el mejor humorista del zoológico petrista.;;
;;
"¡ Gracias por existir !"",104,17,1,male,@JuampaSantos,";;
1916965847735701570,28/04/2025 19:13:00,178,No queremos hablar de reelección porque está prohibida por la constitución y punto. El presidente de Colombia hablando con un tono cada vez más propio de Chávez.,89,5,4,male,@fernandoposada_,;;
"1916965847735701570,28/04/2025 18:22:00,179,""Gustavo Petro, no trate de justificar lo injustificable. Su gobierno destruyó la confianza, hundió la esperanza y sepultó a la izquierda. Pasará a la historia no como un líder, sino como el primer presidente ilegal y drogadicto de Colombia. Eso será su legado, le guste o no."",251,22,22,female,@PilarEscobarBX,";;
"1916965847735701570,28/04/2025 16:27:00,180,""Presume una encuesta donde la mayoría (33,6%) no quiere a nadie. No lo quieren a usted, ni a los otros. El país está cansado de todos, sobre todo de usted y su gobierno: populistas, corruptos y decadentes."",253,15,4,female,@IreneZuluagaG,";;
"1902065614426141153,18/03/2025 14:29:00,181,""50 millones de colombianos y calculo pueden ser 20.000 personas a una plaza !!! Eso representa al pueblo ?? Estadísticamente esto es el 0,04% de la totalidad del pueblo … difícil creer que esta mínima representación poblacional REPRESENTE AL PUEBLO !! Habría que consultarle al 99,96% de la población que no asistió !!"",4800,1100,324,male,@jrestrp,";;
"1902065614426141153,18/03/2025 16:41:00,182,""Y 18 millones de colombianos eligieron al Congreso, quien también es la voz del pueblo. La democracia consiste en el equilibrio de poderes, no en lo que diga el presidente de turno."",405,43,13,male,@codiguillos,";;
"1902065614426141153,18/03/2025 13:45:00,183,""No fueron capaces de llenar las calles. ";;
;;
Tuvieron que decretar un día cívico y hasta reducir la capacidad de la Plaza de Bolivar para que se pudiera ver llena. ;;
;;
Que pobres de apoyo están Presidente ;;
@petrogustavo;;
"."",1000,255,52,male,@papoaminCD,";;
1902065614426141153,18/03/2025 13:35:00,184,https://pbs.twimg.com/media/GmV_KxBWYAApM-Y?format=jpg&name=900x900,998,186,36,female,@XPost1A,;;
1902065614426141153,18/03/2025 13:33:00,185,Fracaso total https://x.com/i/status/1902065812489609351 ,393,11,34,male,@Jhonffonseca,;;
"1902065614426141153,18/03/2025 14:32:00,186,""Ese truco de utilizar un 1/4 de la plaza para instalar la tarima sirve pero cuando usted ve los videos sin edición";se da cuenta que usted es un puto fracasado,un inepto que ni siquiera con toda la ayuda del aparato estatal;"puede llenar la plaza de Bolívar"",394,106,22,female,@Pin4Nic,"
"1902065614426141153,18/03/2025 15:55:00,187,""Bueno, está bien invitaste a marchar y marcharon,";;
" ahora,corramos esa cortina  y volvamos a la realidad,como va esto?👇 https://pbs.twimg.com/media/GmWfSfRW0AAS_5x?format=jpg&name=medium"",307,105,6,male,@CarlosJ10945614,";;
"1902065614426141153,18/03/2025 13:49:00,188,""Ud es el que mandó a traer a todos orcos en buses más bien. Dizque el pueblo manda. 🤡";;
",322,24,5,male,@Tiann_H,
1902065614426141153,18/03/2025 13:35:00,189,Y el pueblo lo va a derrotar y por las vías democráticas… No por las vías de hecho como usted propone.,204,14,19,male,@TrianaCongreso,
1902065614426141153,18/03/2025 13:52:00,190,¿Eso no es una foto arreglada?,16,0,6,female,@MarceLaALarcon,
1900686814123343956,14/03/2025 19:02:00,191,Lo único que logrará es acabar con el empleo de los colombianos. ";;
;;
Se nota que ni se le ha pasado por la mente los GRAVES efectos de llegar a aplicarse su mala reforma laboral. ;;
;;
Por algo ya el mismo ;;
@BancoRepublica;;
" y muchos gremios han alzado la voz en contra de ese proyecto."",514,84,82,male,@papoaminCD,";;
"1900686814123343956,15/03/2025 20:16:00,192,""Noooo, que le pasa maldito Facista, esclavista, neoliberal. El día debe terminar a las 3 de la tarde y comenzar a las 10 de la mañana, debe ser festivo el día viernes, sábado, domingo y lunes, porque sólo un esclavista capitalista querría que un pobre ser humano trabaje un lunes, el gran filósofo Garfield ganador del premio Nobel de física lo decía, “los lunes son de flojera”, mi jubilación debería ser a los 21 años, usted no puede obligar a un viejo, vieja o vieje de 22 años a trabajar jornadas tan largas, porque bien lo dijo El salvador de la galaxia que expandió el virus de la vida por las estrellas del universo “el que trabaja, daña la naturaleza”"",640,120,24,male,@PETRIIISTAAAAS,";;
"1900686814123343956,14/03/2025 18:22:00,193,""Deje de consumir porquerías, maldito chiflado."",720,68,20,female,@LilianaCastanoG,";;
"1900686814123343956,14/03/2025 18:16:00,194,""Debería ser: ¿Quiere que el guerrillero asesino y corrupto que es presidente de Colombia termine en una cárcel?";;
;;
"Si o No."",680,32,27,male,@DavidR119939953,";;
"1900686814123343956,14/03/2025 18:18:00,195,""🚨La primera pregunta que yo haría en la consulta popular sería:";;
;;
" Usted quiere que el presidente Gustavo Petro sea reelegido 🇨🇴👇?"",480,81,132,male,@ElPensador75,";;
"1900686814123343956,14/03/2025 18:28:00,196,""Lo primero que hizo Uribe Vélez fue promover y sancionar la Ley 789 de 2002 que quitó las horas extras, recargos y demás. Es que, Petro está buscando que recuperemos lo que Uribe nos quitó…"",366,74,56,male,@Motarosky,";;
"1900686814123343956,15/03/2025 8:15:00,197,""La reforma laboral es perversa. Obligaría a cerrar miles de empresas, perdiéndose millones de empleos. Y Petro va a gastar miles de millones de pesos de nuestros impuestos, para financiar marchas de apoyo a ese desastre laboral.";;
",118,34,9,male,@ernestomaciast,
1900686814123343956,14/03/2025 18:18:00,198,Volvieron la noche día con Uribe. Y les parece normal.,298,36,6,male,@abrahamkatime,
1900686814123343956,22/03/2025 18:19:00,199,Guerrillero Marxista ";;
"Vas a perder !"",88,14,2,male,@Rincon001A,";;
"1900686814123343956,23/03/2025 20:20:00,200,""Este hp lo q queire es q hagan lo q ud q no trabajen y si cobren 😞 miserable va a acabar con los empresarios habrá fuga d capitales se irán los empresarios por q ud lo q pretende es asfixiarlos, vendrán despidos masivos pero una sanguijuela como ud q va a saber de productividad"",99,35,4,female,@ClaudiaLuci1018,";;
"1903299335086862807,21/03/2025 23:31:00,201,""Dime que desconoces cómo funciona la logística farmacéutica sin decirme que la desconoces.";;
;;
Ah y en Colombia lo necesitan por lo menos 271.000 personas, eso es más del doble de su falso hallazgo. ;;
;;
"Deje de manipular tanto por favor."",1800,240,228,female,@CarolBordaA,";;
"1903299335086862807,22/03/2025 12:01:00,202,""Audifarma lo desmintió, y hoy tiene mucha más credibilidad que usted y su gobierno, plagado de mentiras y acostumbrado a difamar."",1300,347,67,male,@Leconquer_,";;
"1903299335086862807,22/03/2025 4:55:00,203,""¿Y los $4 billones que se les debe a los operadores logísticos Presidente ";;
@petrogustavo;;
?;;
;;
Acabaron con el sistema de salud y ahora se las dan de salvadores, cuándo lo que han hecho es condenar a la muerte a los colombianos. ;;
;;
"¡CÍNICOS!"",1000,264,74,male,@papoaminCD,";;
"1903299335086862807,21/03/2025 23:22:00,204,""Engañabobos, el problema en Colombia no es que no se fabriquen medicinas o que no haya medicamentos, el verdadero problema es que usted no quiere pagar por esas medicinas para que se la entreguen a la gente. USTED LE DEBE A LAS GESTORAS FARMACÉUTICAS  4 BILLONES DE PESOS. ";;
Si usted va a las bodegas de las gestoras de medicamentos o de los laboratorios, pues claro que va a encontrar esas bodegas llenas de fármacos, pero esas medicinas ellos las venden para las empresas o países que si paguen por ellos. Lo que usted hizo con Audifarma hoy fue un simple show para engañar gente estupida, les envío un pago mínimo donde sabía que ellos liberarían algunos medicamentos para entregar,  y ahí usted se fue a grabar la bodega de operaciones donde audifarma estaba alistando el envío de esos medicamentos a nivel nacional. Pero es falso que ellos acaparen algo que usted no ha pagado. Es sencillo,  si les paga, ellos envían medicina.;;
 ;;
"A los Colombianos ya no los estafa  con sus mentiras."",798,349,5,male,@PETRIIISTAAAAS,";;
"1903299335086862807,21/03/2025 23:22:00,205,""La EPS están haciendo lo que mejor saben hacer,asesinar pacientes,robar los dineros de la salud y acaparamiento de medicamentos.";;
La fiscalía sabe muy bien quienes son los jefes,los ladrones y los cómplices ;;
;;
#ElCartelDeLosMedicamentos ;;
Audifarma ;;
"#LosDanieles https://pbs.twimg.com/media/GmpdXFKWoAALfw5?format=jpg&name=small "",695,394,43,male,@MarcoAdrian10,";;
"1903299335086862807,22/03/2025 12:07:00,206,""Engañabobos, el problema en Colombia no es que no se fabriquen medicinas o que no haya medicamentos, el verdadero problema es que usted no quiere pagar por esas medicinas para que se la entreguen a la gente. USTED LE DEBE A LAS GESTORAS FARMACÉUTICAS  4 BILLONES DE PESOS. ";;
Si usted va a las bodegas de las gestoras de medicamentos o de los laboratorios, pues claro que va a encontrar esas bodegas llenas de fármacos, pero esas medicinas ellos las venden para las empresas o países que si paguen por ellos. Lo que usted hizo con Audifarma hoy fue un simple show para engañar gente estupida, les envío un pago mínimo donde sabía que ellos liberarían algunos medicamentos para entregar,  y ahí usted se fue a grabar la bodega de operaciones donde audifarma estaba alistando el envío de esos medicamentos a nivel nacional. Pero es falso que ellos acaparen algo que usted no ha pagado. Es sencillo,  si les paga, ellos envían medicina.;;
 ;;
"A los Colombianos ya no los estafa  con sus mentiras. https://x.com/i/status/1903312650530156681 "",552,221,10,male,@PETRIIISTAAAAS,";;
"1903299335086862807,22/03/2025 9:17:00,207,""Acaparar insulina no es negocio, es asesinato. Que la justicia hagan su trabajo."",560,176,55,female,@derlilopeza,";;
"1903299335086862807,21/03/2025 9:17:00,208,""Fiscal Luz Adriana Camargo ";;
@FiscaliaCol;;
 , tenga la bondad d leer al presidente ;;
@petrogustavo;;
" y ESFUÉRCESE por hacer justicia. Las EPS y sus dispensarios ACAPARAN CRIMINALMENTE medicamentos VITALES. El objetivo es DAÑAR a ESTE gobierno. Les ayudan los medios y algunos congresistas"",502,188,20,male,@JimmyPsicol,";;
"1903299335086862807,21/03/2025 23:30:00,209,""Un terrorista hablando de asesinos.";;
;;
"Cínico drogadicto."",707,67,8,male,@santiuribedel10,";;
"1903299335086862807,22/03/2025 8:00:00,210,""A propósito del asesinato que está cometiendo Audifarma con los pacientes en colombia,señora fiscal Luz Adriana Camargo en que va la investigación del robo de 5 billones de la Nueva EPS, donde estan involucrado Vargas Lleras?";;
;;
#ElCartelDeLosMedicamentos ;;
Audifarma ;;
"#LosDanieles https://pbs.twimg.com/media/GmpZAVebkAAVtFu?format=jpg&name=small "",362,217,16,male,@MarcoAdrian10,";;
"1908699325577781701,05/04/2025 21:16:00,211,""Acudientes del presidente Petro, favor quitarle el celular ";;
;;
"Otra vez pretende llevarnos a una tensión diplomática con los Estados Unidos, todo por el uso de substancias prohibidas a altas horas de la noche"",2800,810,86,male,@jarizabaletaf,";;
"1908699325577781701,05/04/2025 21:09:00,212,""Uyyyy Qué es ese reguero de mierda 😳 contrólese maldito loco"; pero le faltó mencionar a Uribe. ;
;;
Trata de mentirosa a Kristi Noem, y en todo esto tenía que echarle la culpa a Duque. ;;
;;
Usted ;;
@petrogustavo;;
" es DESPRECIABLE."",1000,184,21,female,@Johanitaefe,";;
"1908699325577781701,05/04/2025 21:28:00,213,""El Tren de Aragua nació en 2005.";;
;;
"El primer """"bloqueo"""", y eso que solo fue a personas y empresas específicas de Venezuela, fue en 2016.";;
;;
"Gustavo Petro habla demasiada mierda."",789,187,7,male,@Fennix73,";;
"1908699325577781701,05/04/2025 21:28:00,214,""Las sanciones de USA a Venezuela empezaron en 2018, la economía Venezolana y la migración descontrolada empezó en 2010.";;
;;
Como siempre, sus mentiras son desmentidas por los datos.;;
;;
"Bazuquero de puta mierda, hampón. https://pbs.twimg.com/media/Gn0XzF_XwAA1Zmw?format=jpg&name=small"",650,152,13,male,@bluchob,";;
"1908699325577781701,06/04/2025 7:41:00,215,""Ahora con los secuestradores y asesinos toca es con el máximo cuidado, comprenderlos y darles mucho ""amor"". ";;
;;
Por favor Presidente ;;
@petrogustavo;;
, ¿en qué mundo vive?;;
;;
"Ahí queda claro porqué el país está como está. Violencia cada día más presente y los bandidos viviendo SABROSO."",405,117,14,male,@papoaminCD,";;
"1908699325577781701,05/04/2025 21:33:00,216,""A un joven sin tierra, sin futuro y sin país le es más fácil caer en una banda que entrar a una universidad. Petro no excusa el crimen: denuncia sus raíces. ";;
;;
La violencia no nace sola, la sembraron los bloqueos, la exclusión y el olvido. ;;
;;
"Y sí, el amor también es política. https://x.com/i/status/1908709549965504799"",269,128,15,female,@mintavillalba,";;
"1908699325577781701,05/04/2025 21:51:00,217,""""""¿Quieren saber el tamaño de una mentira?";;
;;
MUY FACIL;;
;;
"Midan el largo de la explicación por el ancho de la excusa."""""",260,74,3,male,@jorgefrenp,";;
"1908699325577781701,06/04/2025 7:22:00,218,""Presidente, parece que Usted está fuera de foco con respecto a la situación de Venezuela. Todos los problemas de ese país se solucionan con la SALIDA DE MADURO. Y Usted no hace nada por lograrlo. Es indudable con su actitud, la complicidad con esa dictadura."",97,30,6,male,@jcvelezuribe,";;
"1908699325577781701,05/04/2025 21:02:00,219,""Acabas de enterrar a Colombia 🇨🇴, volvemos a ser los Parias! Eres protector de terrorista, eres drogadicto y alcohólico, eres la peor basura que parió la madre tierra, y de tenerte en frente quién sabe de lo que sería capaz de hacerte, guerrillero miserable!!"",258,43,7,female,@PilarEscobarBX,";;
"1908699325577781701,05/04/2025 21:35:00,220,""RTVC ";;
@RTVCnoticias;;
 el mejor noticiero de colombia y el favorito del pueblo colombiano en los premios India Catalina.;;
;;
Caracol y RCN pa sus tres mierdas ;;
;;
#LaEsposaDelMinistro;;
"#LosDanieles https://pbs.twimg.com/media/Gn0Z0P6W0AAmpT0?format=jpg&name=900x900 "",173,76,6,male,@MarcoAdrian10,";;
"1916213898325135535,26/04/2025 14:40:00,221,""Dos personas que no gozan de buena reputación. ";;
;;
Le han hecho y le hicieron más daño a Colombia que sus nulos aportes. ;;
;;
Un legado que NO se debe aplicar ;;
@petrogustavo;;
"."",607,117,8,male,@papoaminCD,";;
"1916213898325135535,26/04/2025 20:07:00,222,""Pareciera que dijéramos, ¿A quién vamos a secuestrar, extorsionar o asesinar?, pues no hay otra, que para adelante, compañero https://pbs.twimg.com/media/GpgO4KDWAAAGPbI?format=jpg&name=900x900"",666,127,9,female,@MOinternationa,";;
1916213898325135535,26/04/2025 14:47:00,223,Gracias Carlos Castaño https://pbs.twimg.com/media/GpfFq-DacAAJjRB?format=jpg&name=900x900 ,490,59,28,male,@Jhonffonseca,;;
"1916213898325135535,26/04/2025 14:41:00,224,""Dos guerrilleros, uno con un final merecido por criminal y el otro no sabemos como va a terminar...."",443,26,33,female,@karencortesmd,";;
1916213898325135535,26/04/2025 14:36:00,225,Para la olla compañero. https://pbs.twimg.com/media/GpfDOd8W8AAYUvL?format=jpg&name=small ,334,28,7,male,@Farmercampo_100,;;
1916213898325135535,26/04/2025 14:33:00,226,Un asesino el señor Pizarro,100,13,2,male,@Rincon001A,;;
"1916213898325135535,26/04/2025 17:45:00,227,""Hoy conmemoramos uno de los más grandes días para el país, la muerte de uno de los asesinos, terroristas, guerrillero más asquerosos de Colombia. ";;
;;
"Ojalá todos los integrantes de la guerrilla terminarás así. "",207,50,1,male,@PETRIIISTAAAAS,";;
"1916213898325135535,26/04/2025 14:33:00,228,""Qué diferente sería Colombia si el Estado no hubiese asesinado a Pizarro, y hubiese tenido la oportunidad de ser presidente. Sin lugar a dudas, seríamos un mejor país."",232,22,77,male,@JavierAdaime,";;
1916213898325135535,26/04/2025 19:02:00,229,https://pbs.twimg.com/media/Gpf_BkgXMAA4ucY?format=jpg&name=small,237,18,0,male,@HelverHafc,;;
1916213898325135535,26/04/2025 14:33:00,230,Guerrilleros HP,48,5,1,male,@Rincon001A,;;
"1900704591303340432,14/03/2025 19:36:00,231,""Son incapaces de sacar gente sin día cívico, sin buses, sin plata, sin comida. Cobardes"",5600,1500,123,male,@Danielbricen,";;
"1900704591303340432,14/03/2025 19:38:00,232,""Ya hoy pasé una circular a todos mis empleados, el que no llegue el martes a trabajar a las 7:00 am, el miércoles puede ir temprano a recursos humanos por su carta de despido, todos están notificados, en mi empresa no está permitido el apoyo al terrorismo."",631,153,12,male,@santiuribedel10,";;
"1900704591303340432,14/03/2025 19:34:00,233,""Día Cívico como el pasado 19 de abril de 2024. ";;
;;
Día que lo declara así para intentar que las calles no se vean vacías por la falta de apoyo a sus caprichos y reformas. ;;
;;
Que vergüenza da usted como Presidente ;;
@petrogustavo;;
"."",431,92,10,male,@papoaminCD,";;
"1900704591303340432,14/03/2025 21:29:00,234,""GRANDE MI PRESIDENTE!  LISTOS PARA BATALLA! 👍";;
;;
"#18DeMarzoALasCalles https://x.com/i/status/1900736062361636978"",321,179,32,male,@JulianProgre,";;
"1900704591303340432,14/03/2025 19:35:00,235,""Gustavo Petro es el Malparido más grande que ha parido Colombia.😡";;
;;
",350,51,15,male,@Jhonffonseca,
1900704591303340432,14/03/2025 21:35:00,236,Listos y con las botas puestas. Botas de obreros señor presidente.. ALA CALLE EL 18 DE MARZO! ";;
;;
Por el trabajo digno por ka base obrera por salarios dignos por nuestra juventud del Sena laboralmente explotada;;
;;
Por la dignidad laboral;;
 ;;
Nos vemos en la calle;;
;;
"#18DeMarzoALasCalles https://x.com/i/status/1900737498113782238"",265,143,21,male,@JulianProgre,";;
"1900704591303340432,14/03/2025 20:07:00,237,""@petrogustavo";;
 eso quiere decir que si o si tenemos que dejar de trabajar porq a usted se le antoja? ;;
Afortunadamente esto no es una dictadura.;;
@AABenedetti;;
 que lo llamaron del congreso, una tal censura?;;
"Y nos acabaron la salud no? https://x.com/i/status/1900715347440705720"",225,87,7,male,@Cardonagar87,";;
"1900704591303340432,14/03/2025 19:54:00,238,""¡Barrancabermeja, es hora de salir a las calles! ✊🔥";;
;;
Este 18 de marzo nos encontramos en el Parque Camilo Torres a las 8:00 a.m. ;;
¡Que nadie se quede en casa! Corre la voz, invita a tus amigos y familiares. ;;
Juntos somos más fuertes.;;
"@petrogustavo https://x.com/i/status/1900712095471026369"",185,103,45,female,@SoyTathanYate,";;
1900704591303340432,14/03/2025 19:24:00,239,El pueblo exige las reformas. ✊🏽  https://pbs.twimg.com/media/GmCo3YgXcAA-8lq?format=jpg&name=medium,204,87,29,male,@ManuelZamudioA,;;
"1900704591303340432,14/03/2025 19:27:00,240,""Cuántos millones de empleo se llevará en su estúpida ideología, cuánta inflación creará con la subida de precios ";;
;;
"Improvisacion y populismo puro"",119,24,2,male,@Rincon001A,";;
"1916835909359620314,28/04/2025 7:54:00,241,""En vez de estar defendiendo a un ex alcalde que acabó con Medellín, le informo que hay unos soldados muertos en el Guaviare. ";;
;;
Las FARC cada día más empoderada y usted subiendo videos que nada tiene que ver con lo que hoy vive el país. ;;
;;
¿Cuándo va a reaccionarn ;;
@petrogustavo;;
"?"",1600,388,38,male,@papoaminCD,";;
"1916835909359620314,28/04/2025 9:13:00,242,""Malas instituciones = Mala cultura. Nuestra misión es resetear la política, el racismo, el clasismo y fascismo en Colombia. https://x.com/i/status/1916646948192260528 "",1000,509,152,male,@QuinteroCalle,";;
"1916835909359620314,28/04/2025 10:24:00,243,""Los q nos llaman """"INDIAMENTA""""son los mismos q nos señalan de rencorosos. Y dicen q la lucha de clases es un invento de ";;
@petrogustavo;;
;;
;;
#�NOMBRE?;;
#�NOMBRE?;;
#�NOMBRE?;;
"- La anciana racista https://pbs.twimg.com/media/GpocxMcW4AAuxao?format=jpg&name=360x360"",724,473,7,male,@espartanogym9,";;
"1916835909359620314,28/04/2025 11:52:00,244,""Pero en campaña si se juntan con esa """"indiamenta"""", que cinicos https://pbs.twimg.com/media/Gpow6KgXAAExzMs?format=jpg&name=small "",677,321,10,male,@CueroMaykel,";;
1916835909359620314,28/04/2025 8:40:00,245,https://x.com/i/status/1916669685791142191,382,187,30,male,@AlejoToroAnt,;;
"1916835909359620314,28/04/2025 8:15:00,246,""¿Me pregunto qué carajos hacia Daniel Quintero en el club el Nogal?";;
;;
Bien hecho por estar en el lugar equivocado.;;
;;
Dicen que odian a la oligarquía pero son felices juntándose con ella. ;;
De hecho les encanta.;;
;;
"Las contradicciones de los que luchan por el pueblo. https://pbs.twimg.com/media/Gpn_Js9WoAArEF-?format=jpg&name=small"",590,144,48,male,@DanieLugoM,";;
1916835909359620314,28/04/2025 7:51:00,247,Que  dice de nuestros héroes masacrados gracias a su nefasto gobierno? Miserable https://x.com/i/status/1916837764730913181,345,143,9,female,@MonicaSaadeX,;;
"1916835909359620314,28/04/2025 8:22:00,248,""No, Petro, no es arribismo ni fascismo: es rechazo ciudadano al cinismo de un corrupto que saqueó Medellín. A Daniel Quintero no lo abuchean por “clase social”, lo abuchean porque traicionó la confianza popular y convirtió el poder en botín."",555,131,8,female,@IreneZuluagaG,";;
"1916835909359620314,28/04/2025 13:20:00,249,"".";;
@petrogustavo;;
", indignante que usted ande preocupado por defender corruptos, mientras en el país asesinan soldados y policías, y desplazan campesinos, por su indiferencia e incapacidad. A usted le quedó grande gobernar."",378,112,6,male,@ernestomaciast,";;
"1916835909359620314,28/04/2025 7:52:00,250,""Sanción social es la herramienta contra bandidos, corruptos, asesinos, violadores, terroristas… que crezca la sanción social como herramienta democrática."",462,50,12,male,@LaureanoTirado,";;
1901669268774674643,17/03/2025 11:22:00,251,Presidente usted es un hazmerreír,7400,1300,182,male,@Danielbricen,;;
"1901669268774674643,17/03/2025 11:38:00,252,""Ya hoy pasé una circular a todos mis empleados, el que no llegue mañana a trabajar a las 7:00 am, el miércoles puede ir temprano a recursos humanos por su carta de despido, todos están notificados, en mi empresa no está permitido el apoyo al terrorismo."",3000,446,361,male,@santiuribedel10,";;
"1901669268774674643,17/03/2025 11:27:00,253,""Esperamos que también publiquen los correos masivos que hacen usualmente en las entidades públicas para que los trabajadores vayan a las marchas. ";;
;;
¿Así es que su gobierno hace uso del dinero público?;;
;;
"Lamentable."",1000,192,13,male,@papoaminCD,";;
"1901669268774674643,17/03/2025 13:29:00,254,""¿Y va a preguntar en la consulta si queremos un presidente que gobierne, en vez de uno que solo publica sandeces en redes sociales?"",716,88,29,male,@WilsonRuizO,";;
